"Series","Mean","Standard Error","Lower Bound","Upper Bound","Variance","N","Indicator Name","Source","Source Organization","Source Note"
"SE.PRM.LERN",1.290783793043713,0.3042216358903724,0.6901147134804122,1.8914528726070137,0.0925508037438143,3942,"Proficiency on GEPD Assessment","Global Education Policy Dashboard","World Bank","The fraction of students scoring at least 80% on 4th grade math and language student assessment."
"SE.PRM.LERN.1",1.290783793043713,0.3042216358903724,0.6901147134804122,1.8914528726070137,0.0925508037438143,3942,"(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.1.F",1.5894110783478508,0.458176257726557,0.684684959098764,2.4941371975969373,0.2099254831443124,1947,"(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.1.M",0.9630487386271884,0.29354630202551596,0.38343141566241346,1.5426660615919634,0.08616943143285544,1995,"(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.1.R",1.654332450225181,0.565027541289448,0.5322997335772357,2.776365166873126,0.31925612241559886,1979,"(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.1.U",1.1252674055949947,0.36564665689379494,0.39636411680550065,1.854170694384489,0.1336974776976086,1963,"(De Facto) Percent of children proficient in literacy and numeracy according to GEPD School Survey - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.2",4.782506008429726,0.6769368020164448,3.4459310978396465,6.1190809190198054,0.4582434339242514,3942,"(De Facto) Percent of children proficient in literacy according to GEPD School Survey","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.2.F",6.201856180641497,0.8636068891441008,4.496556754501391,7.907155606781602,0.7458168589771512,1947,"(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.2.M",3.2248090771122357,0.6765047984252881,1.8890269618873385,4.560591192337133,0.4576587422924397,1995,"(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.2.R",4.238618893172442,0.8956633355743233,2.4600090163459187,6.017228769998964,0.8022128106921229,1979,"(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.2.U",5.030126866653265,0.8915650385304099,3.252824445033405,6.807429288273124,0.7948882179297313,1963,"(De Facto) Percent of children proficient in literacy according to GEPD School Survey - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.3",0.9780099949568761,0.3100251804523759,0.36588213219408117,1.5901378577196712,0.09611561251452826,3942,"(De Facto) Percent of children proficient in numeracy according to GEPD School Survey","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.3.F",0.9197928309401322,0.298821006717549,0.32973351381370664,1.5098521480665577,0.08929399405568948,1947,"(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.3.M",1.041901696606213,0.40772014552527397,0.23684417199251162,1.8469592212199142,0.1662357170671506,1995,"(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.3.R",1.2593482655045678,0.5058460768674117,0.254838208281545,2.2638583227275904,0.2558802534821514,1979,"(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LERN.3.U",0.8499223421151817,0.3841326098497701,0.08416797961292577,1.6156767046174376,0.1475578619499957,1963,"(De Facto) Percent of children proficient in numeracy according to GEPD School Survey - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT",94.90767310339007,0.841965394879486,93.24533218927836,96.57001401750178,0.7089057261745687,1837,"Teacher Presence","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.1",91.7326243894541,1.4622970147772552,88.84552692555468,94.61972185335352,2.138312559426472,1837,"(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.1.F",92.42850692223915,1.4700809679179465,89.52578122177368,95.33123262270462,2.1611380522345667,1551,"(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.1.M",85.71850069984664,3.0229861670243072,79.73268616399083,91.70431523570245,9.138445366020314,286,"(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.1.R",90.58545100127931,2.1201444541123182,86.37585448749583,94.79504751506279,4.49501250630322,895,"(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.1.U",92.16677610264767,1.8581140134053469,88.46269351422025,95.8708586910751,3.4525876868133256,942,"(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2",94.90767310339007,0.841965394879486,93.24533218927836,96.57001401750178,0.7089057261745687,1837,"(De Facto) Percent of teachers present in their schools during an announced visit","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2.F",95.451510594514275,0.9174004693594634,93.64007164785522,97.26294954117333,0.8416236211809638,1551,"(De Facto) Percent of teachers present in their schools during an announced visit - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2.M",90.2075897063016,2.6224575350457804,85.01486186514393,95.40031754745928,6.877283523118391,286,"(De Facto) Percent of teachers present in their schools during an announced visit - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2.R",95.11656827193637,0.9803894986182439,93.16998194027,97.06315460360274,0.9611635690009316,895,"(De Facto) Percent of teachers present in their schools during an announced visit - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.EFFT.2.U",94.82861600858894,1.0980658233619207,92.63966179592038,97.0175702212575,1.205748552435493,942,"(De Facto) Percent of teachers present in their schools during an announced visit - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT",18.559547977787084,3.394057548189586,11.857863996433315,25.26123195914085,11.519626640422702,801,"Teacher Content Knowledge","Global Education Policy Dashboard","World Bank","School survey.  The fraction of teachers scoring at least 80% on the teacher content knowledge exam on mathematics and language."
"SE.PRM.CONT.1",18.559547977787084,3.394057548189586,11.857863996433315,25.26123195914085,11.519626640422702,801,"(De Facto) Percent of teachers proficient in the subjects they teach","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.F",18.582908228063864,3.6576201597422364,11.360147959707785,25.805668496419944,13.378185232952823,655,"(De Facto) Percent of teachers proficient in the subjects they teach - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.M",18.333629876506304,4.530540118128489,9.362707948316963,27.304551804695645,20.5257937619717,146,"(De Facto) Percent of teachers proficient in the subjects they teach - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.R",17.204603032541602,3.9744504674522076,9.313238460877562,25.09596760420564,15.796256518231072,422,"(De Facto) Percent of teachers proficient in the subjects they teach - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.U",19.154023147620205,4.567163590810884,10.045102586576826,28.262943708663585,20.858983265228563,379,"(De Facto) Percent of teachers proficient in the subjects they teach - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2",25.021687411588093,4.745687217792677,15.651163913846858,34.39221090932933,22.521547169120804,409,"(De Facto) Percent of teachers proficient in the subject of language","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.F",25.582656252568402,5.065044621076361,15.580632682920545,35.58467982221626,25.65467701349458,338,"(De Facto) Percent of teachers proficient in the subject of language - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.M",19.57402347010893,6.998968353032374,5.7153670989436325,33.43267984127423,48.9855580067487,71,"(De Facto) Percent of teachers proficient in the subject of language - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.R",19.605762647096135,6.073877256289571,7.545936971712781,31.66558832247949,36.89198492447173,220,"(De Facto) Percent of teachers proficient in the subject of language - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.U",27.72788144922469,6.363283546986667,15.036712590391494,40.419050308057884,40.491377499351216,189,"(De Facto) Percent of teachers proficient in the subject of language - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3",12.865609762637732,2.963697263876847,7.013687042735748,18.717532482539717,8.783501471911109,392,"(De Facto) Percent of teachers proficient in the subject of mathematics","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.F",12.410775530775501,3.2297537435917603,6.032929828658404,18.7886212328926,10.43130924424499,317,"(De Facto) Percent of teachers proficient in the subject of mathematics - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.M",17.248366764263732,5.776574571324606,5.810172169239692,28.686561359287772,33.36881377807406,75,"(De Facto) Percent of teachers proficient in the subject of mathematics - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.R",14.687602947978688,5.1608071587587325,4.44069935531024,24.934506540647135,26.63393052989538,202,"(De Facto) Percent of teachers proficient in the subject of mathematics - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.U",12.15681708810769,3.5124414066504923,5.1514735937621605,19.162160582453218,12.337244635152889,190,"(De Facto) Percent of teachers proficient in the subject of mathematics - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT",3.967949753167908,0.05543643635716157,3.858498394656612,4.077401111679204,0.0030731984759816253,198,"Basic Inputs","Global Education Policy Dashboard","World Bank","School survey.  Total score is the sum of whether a school has:   , Functional blackboard    - Pens, pencils, exercise books   - Textbooks   - Fraction of students in class with a desk    - Used ICT in class and have access to ICT in the school."
"SE.PRM.INPT.1",3.967949753167908,0.05543643635716157,3.858498394656612,4.077401111679204,0.0030731984759816253,198,"(De Facto) Average number of classroom inputs in classrooms","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.1.R",3.932994156219549,0.07801594529889809,3.7780916679892043,4.087896644449894,0.006086487720880659,110,"(De Facto) Average number of classroom inputs in classrooms - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.1.U",3.9885442971868144,0.07481278800815441,3.8394077299721605,4.137680864401468,0.005596953249553053,88,"(De Facto) Average number of classroom inputs in classrooms - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.3",81.04152406352912,1.981754644406054,77.12883139568068,84.95421673137757,3.927351470624966,199,"(De facto) Percent of classrooms equipped with pens/pencils, textbooks, and exercise books","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.3.R",79.5173960420229,2.792079393146549,73.97365695537773,85.06113512866806,7.7957073376336,111,"(De facto) Percent of classrooms equipped with pens/pencils, textbooks, and exercise books - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.3.U",81.9451526185973,2.6753995016559,76.61184118578095,87.27846405141366,7.1577624934606385,88,"(De facto) Percent of classrooms equipped with pens/pencils, textbooks, and exercise books - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.2",96.65526494763424,1.3153394578626618,94.05831427715735,99.25221561811112,1.7301178894104412,200,"(De Facto) Percent of classrooms with a functional blackboard and chalk","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.2.R",96.68622546496265,1.433242462400087,93.84048895798865,99.53196197193664,2.054183956026665,112,"(De Facto) Percent of classrooms with a functional blackboard and chalk - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.2.U",96.63686552994996,1.9163827326939538,92.81662637254465,100.45710468735527,3.672522778167546,88,"(De Facto) Percent of classrooms with a functional blackboard and chalk - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.4",96.3985519008819,1.252186365876525,93.92628802786685,98.87081577389695,1.5679706948870589,199,"(De Facto) Percent of classrooms with basic classroom furniture","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.4.R",95.1743139864778,1.608366066148599,91.98086545903698,98.36776251391862,2.5868414027383198,111,"(De Facto) Percent of classrooms with basic classroom furniture - Rural","Global Education Policy Dashboard","World Bank",NA
